# Urhobo Tone-Marked Reference Lexicon (v1.0)
# Canonical Africanist Tone System:
#   High (H): acute accent (´) -> e.g. á, é, ẹ́, í, ó, ọ́, ú
#   Low (L): grave accent (`) -> e.g. à, è, ẹ̀, ì, ò, ọ̀, ù
#   Rising (LH): caron (ˇ) -> e.g. ǎ, ǐ, ǒ
#   Falling (HL): circumflex (ˆ) -> e.g. â, ô
#   Mid / Neutral (M): unmarked vowel -> e.g. a, e, ẹ, i, o, ọ, u
# Orthographic vowels: a, e, ẹ (U+1EB9), i, o, ọ (U+1ECD), u
# Columns: plain_form	canonical_tone_form	gloss_en	pos	source_ids	agreement	needs_review	reviewed
plain_form	canonical_tone_form	gloss_en	pos	source_ids	agreement	needs_review	reviewed
okpemu	okpému	strange thing, extraordinary thing that beats imagination	n.	ukere_1986	False	True	False
okpetu	okpetú	trouble	n.	ukere_1986	False	True	False
okpitẹ	Okpitẹ	The person  who  speaks  in  proverbs	n.	okrokoto_2020	False	True	False
okpohrokpo	okpohrókpo	lion	n.	ukere_1986	False	True	False
okpẹ	Òkpẹ́	Stingy   ;   Miserly	n.	okrokoto_2020	False	True	False
okpẹ	ókpẹ	A  dialect  of  Urhobo  language	n.	okrokoto_2020	False	True	False
okri	okri	he (billy) goat / Male  goat	n.	okrokoto_2020,ukere_1986	True	False	True
okrẹkrẹ	ókrẹkrẹ	shortness	n.	ukere_1986	False	True	False
okuba	okuba	necessity	n.	ukere_1986	False	True	False
okugbe	okugbé	federal	a.	ukere_1986	False	True	False
okugbe	okugbé	togetherness	n.	ukere_1986	False	True	False
okukuji	okukuji	owl	n.	ukere_1986	False	True	False
okuogho	okuogho	headtie/headscarf	n.	ukere_1986	False	True	False
ok͡pe	òk͡pè	ugly person	n.	ucla_phonetics_1960	False	True	False
okẹ	Okẹ	Gift	n.	okrokoto_2020	False	True	False
okọ	ókọ̀	boat / canoe [Curriculum: object]	n.	curriculum_seed,ukere_1986	True	False	True
okọredi	okọrédi	boat used locally for production of palm oil	n.	ukere_1986	False	True	False
okọrenu	okọrénu	aeroplane	n.	ukere_1986	False	True	False
okọrerhare	okọrérháre	ship	n.	ukere_1986	False	True	False
okọrorivwi	okọrórivwi	coffin	n.	ukere_1986	False	True	False
okọrotọ	okọrótọ	motor vehicle	n.	ukere_1986	False	True	False
okọruhọphe	okọrúhọphe	raft	n.	ukere_1986	False	True	False
olorogun	ólórógun	chief	n.	ukere_1986	False	True	False
olọ	òlɔ̀	grinding stone	n.	ucla_phonetics	False	True	False
olɔ	òlɔ̀	grinding stone	n.	ucla_phonetics_1960	False	True	False
oma	omá	body [Curriculum: object]	n.	curriculum_seed,grammar_basic_course,okrokoto_2020,ukere_1986	True	False	True
oma1	oma1	body/self	n.	ukere_1986	False	True	False
omagare	omagáre	how are you?	int.	ukere_1986	False	True	False
omamẹ	omamẹ	myself	pron.	ukere_1986	False	True	False
omamọ	omámọ	fruit	n.	ukere_1986	False	True	False
omamọ2	omamọ2	best/special	a.	ukere_1986	False	True	False
omaohwo	omaohwó	oneself	pron.	ukere_1986	False	True	False
omaravware	omarávwáre	ourselves	pron.	ukere_1986	False	True	False
omarayen	omaráyen	themselves	pron.	ukere_1986	False	True	False
omarowan	omarowan	yourselves	pron.	ukere_1986	False	True	False
omarọyen	omarọ́yen	himself, herself, itself	pron.	ukere_1986	False	True	False
omavwerhovwẹ	omavwerhovwẹ	pleasure, gladness, joy	n.	ukere_1986	False	True	False
omawẹn	omawẹn	yourself	pron.	ukere_1986	False	True	False
omedje	omédje	introduction	n.	ukere_1986	False	True	False
omekuogbe	omékuogbe	unity	n.	ukere_1986	False	True	False
omerovwo	omérovwo	holiday	n.	ukere_1986	False	True	False
omeru	omeru	pretence	n.	ukere_1986	False	True	False
omevwuo	omévwuo	pomposity	n.	ukere_1986	False	True	False
omiragua	omíragua	mister (Mr.)	n.	ukere_1986	False	True	False
omogodẹ	ómógodẹ	lamb	n.	ukere_1986	False	True	False
omoko	ómoko	parrot	n.	ukere_1986	False	True	False
omokri	ómókri	young he-goat	n.	ukere_1986	False	True	False
omoni	ómóni	relation	n.	ukere_1986	False	True	False
omotete	ómótete	infant	n.	ukere_1986	False	True	False
omoze	ómozé	plate (unbreakable)	n.	ukere_1986	False	True	False
omuru	omurú	arbitrary act	n.	ukere_1986	False	True	False
omẹcha	omẹ́cha	protection	n.	ukere_1986	False	True	False
omẹdja	omẹ́dja	harshness	n.	ukere_1986	False	True	False
omẹriọ	omẹ́riọ	jealousy	n.	ukere_1986	False	True	False
omẹvuọ	omẹ́vuọ	shame	n.	ukere_1986	False	True	False
omẹvwarhọ	omẹ́vwárhọ	struggling	n.	ukere_1986	False	True	False
omẹvwavwọ	omẹ́vwávwọ	competition	n.	ukere_1986	False	True	False
omẹvwọvwọ	omẹ́vwọvwọ	disgrace	n.	ukere_1986	False	True	False
ona	Ona	Solution   finding  ; Craftiness ;Shortcut  art ; Trick	n.	okrokoto_2020	False	True	False
ona	oná	skill	n.	ukere_1986	False	True	False
onanọ	ónánọ́	question	n.	ukere_1986	False	True	False
oni	oní	mother [Curriculum: object]	n.	curriculum_seed,okrokoto_2020,ukere_1986	True	False	True
oniaruakpọ	óniáruakpọ	stepmother	n.	ukere_1986	False	True	False
oniaye	óniáye	in-law (female)	n.	ukere_1986	False	True	False
onini	onini	master	n.	ukere_1986	False	True	False
oniorọvwe	óniorọvwe	mother/sister in-law	n.	ukere_1986	False	True	False
oniru	oniru	programme	n.	ukere_1986	False	True	False
oniyono	oniyono	syllabus	n.	ukere_1986	False	True	False
oniọvo	oníọvo	sibling / brother / sister [Curriculum: object]	n.	curriculum_seed,ukere_1986	True	False	True
ono	óno	who (sing.)	int.	ukere_1986	False	True	False
ono ta kẹ wẹ?	Ọ́no ta kẹ́ wẹ?	Who told you? [Curriculum: phrase_corpus]	phr.	curriculum_seed	False	False	True
onogbo	ónógbo	cat	n.	ukere_1986	False	True	False
onori	onorí	leader	n.	ukere_1986	False	True	False
onotu	onótu	commissioner/minister	n.	ukere_1986	False	True	False
onughe	onughe	spectator	n.	ukere_1986	False	True	False
onẹ	ónẹ	race	n.	ukere_1986	False	True	False
opharo	opháro	face	n.	ukere_1986	False	True	False
ophiọrọ	óphiọrọ	whistle	n.	ukere_1986	False	True	False
ophopho	óphopho	pepper soup	n.	ukere_1986	False	True	False
ophọrọ	óphọrọ	mudfish	n.	ukere_1986	False	True	False
opiri	ópiri	dance	n.	ukere_1986	False	True	False
ora	ora	sore / Sore	n.	okrokoto_2020,ukere_1986	True	False	True
oraevun	oraévun	stomach ulcer	n.	ukere_1986	False	True	False
oraobọ	óraóbọ	bracelet	n.	ukere_1986	False	True	False
oraohọre	óraóhọre	necklace	n.	ukere_1986	False	True	False
oravwọ	órávwọ	thing/something	n.	ukere_1986	False	True	False
orere	orere	hare	n.	ukere_1986	False	True	False
orha	órhá	witchcraft	n.	ukere_1986	False	True	False
orhare	orhare	well / A   Well	n.	okrokoto_2020,ukere_1986	True	False	True
orhere	órhére	midwife	n.	ukere_1986	False	True	False
orherhe	orhérhé	cricket	n.	ukere_1986	False	True	False
orherẹn	orhérẹn	reverend (Rev.)	n.	ukere_1986	False	True	False
orhirhi	orhirhi	electric fish / Electric    fish	n.	okrokoto_2020,ukere_1986	True	False	True
orhiẹ	orhiẹ́	verdict	n.	ukere_1986	False	True	False
orho	orho	town / Town ; City	n.	okrokoto_2020,ukere_1986	True	False	True
orhoma	órhóma	surrounding	prep.	ukere_1986	False	True	False
orhua	órhua	deer / Deer	n.	okrokoto_2020,ukere_1986	False	True	False
orhuẹ	orhuẹ	madness	n.	ukere_1986	False	True	False
orhuẹ	orhuẹ́	hunter / Hunter	n.	okrokoto_2020,ukere_1986	False	True	False
orhuẹre	orhuẹre	catfish / A  species  of  catfish	n.	okrokoto_2020,ukere_1986	False	True	False
orhuẹro	órhuẹ́ro	blind person	n.	ukere_1986	False	True	False
orhẹ	orhẹ	abdomen	n.	ukere_1986	False	True	False
orhọ	órhọ́	ear	n.	ukere_1986	False	True	False
ori	Orí	Lotion	n.	okrokoto_2020	False	True	False
ori	orí	pomade	n.	ukere_1986	False	True	False
ori	óri	food made of corn / Processed  corn  starch  meal	n.	okrokoto_2020,ukere_1986	False	True	False
oriaren	oriaren	August	n.	ukere_1986	False	True	False
orin	orin	pus	n.	ukere_1986	False	True	False
orivwi	orivwi	corpse	n.	ukere_1986	False	True	False
orivwiesho	orivwiéshó	funeral	n.	ukere_1986	False	True	False
oriẹ	óriẹ́	palm tree	n.	ukere_1986	False	True	False
oro	oro	gold / Gold	n.	grammar_basic_course,okrokoto_2020,ukere_1986	False	True	False
oro	oró	wasp	n.	ukere_1986	False	True	False
ororigho	ororigho	accountant	n.	ukere_1986	False	True	False
orua	órua	extended family	n.	ukere_1986	False	True	False
oruchọ	oruchọ́	crime	n.	ukere_1986	False	True	False
orugba	orugbá	completion	n.	ukere_1986	False	True	False
orukeri	orukérí	revenge	n.	ukere_1986	False	True	False
orukugbe	orukugbé	co-operation	n.	ukere_1986	False	True	False
orukuruku	orukuruku	corruption	n.	ukere_1986	False	True	False
orumwemwu	orumwemwu	sinner	n.	ukere_1986	False	True	False
oruru	orúrú	thread / Cotton  thread	n.	okrokoto_2020,ukere_1986	False	True	False
orẹ	orẹ	feast / Feast	n.	okrokoto_2020,ukere_1986	True	False	True
orẹ	órẹ	plea	n.	ukere_1986	False	True	False
orẹmrẹ	orẹ́mrẹ́	sight	n.	ukere_1986	False	True	False
orọvwe	orọvwe	marriage	n.	ukere_1986	False	True	False
osa	osa	debt / Debt	n.	okrokoto_2020,ucla_phonetics,ukere_1986	True	False	True
osa	osa	salary	n.	ukere_1986	False	True	False
osa	Ósa	Rectangular  woven basket for  loads	n.	okrokoto_2020	False	True	False
osaye	ósáye	payment made as compensation for defiling another man's wife	n.	ukere_1986	False	True	False
osebro	osébro	deposit	n.	ukere_1986	False	True	False
oseghe	oseghe	contest	n.	ukere_1986	False	True	False
oseri	óseri	witness	n.	ukere_1986	False	True	False
oshenyẹ	oshenyẹ́	oppression	n.	ukere_1986	False	True	False
oshọ	oʃọ	fear	n.	ucla_phonetics	False	True	False
oshu	oshu	louse	n.	ukere_1986	False	True	False
oshọ	oshọ	fear	n.	ukere_1986	False	True	False
oshọ	óshọ́	penis	n.	ukere_1986	False	True	False
osi	osi	stroke	n.	ukere_1986	False	True	False
osio	osio	rain / Rain	n.	okrokoto_2020,ukere_1986	True	False	True
osioruru	osioruru	spider	n.	ukere_1986	False	True	False
osivwohwo	osivwohwo	saviour	n.	ukere_1986	False	True	False
osiẹbe	Osiẹbe	Clerk	n.	okrokoto_2020	False	True	False
osiẹbe	osiẹbe	secretary	n.	ukere_1986	False	True	False
osu	Osu	Ruler  ;  Governor	n.	okrokoto_2020	False	True	False
osuigodẹ	osuigodẹ	shepherd	n.	ukere_1986	False	True	False
osẹ	ósẹ́	scale	n.	ukere_1986	False	True	False
osẹvwe	osẹ́vwe	fashionably dressed for an occasion	n.	ukere_1986	False	True	False
osọnọ	osọnọ	anguish	n.	ukere_1986	False	True	False
ota	otá	speech/word / Speech	n.	okrokoto_2020,ukere_1986	False	True	False
ota	òtá	talk	n.	ucla_phonetics_1960	False	True	False
otafe	ótáfe	outside	n.	ukere_1986	False	True	False
otariroro	otáríroro	poem	n.	ukere_1986	False	True	False
otebene	otebene	tumbler	n.	ukere_1986	False	True	False
otete	ótete	small	a.	ukere_1986	False	True	False
oti	otí	leprosy / Leprosy	n.	okrokoto_2020,ukere_1986	False	True	False
otu	otu	majority/group of people	n.	ukere_1986	False	True	False
otọ	ótọ	ground/down / Ground	n.	okrokoto_2020,ukere_1986	False	True	False
otọ	ótọ	meaning	n.	ukere_1986	False	True	False
otọvwe	otọ́vwe	good health / longevity greeting [Curriculum: greeting]	phr.	curriculum_seed,ukere_1986	True	False	True
ova	óva	scolding	n.	ukere_1986	False	True	False
ovakpo	ovákpó	window	n.	ukere_1986	False	True	False
ovie	ovíé	king [Curriculum: object]	n.	curriculum_seed,ukere_1986	True	False	True
ovieraye	ovieraye	queen	n.	ukere_1986	False	True	False
oviɛ	ovjɛ̀	cry, weep	n.	ucla_phonetics	False	True	False
oviẹ	óviẹ́	cry	n.	ukere_1986	False	True	False
ovuẹ	óvuẹ	message	n.	ukere_1986	False	True	False
ovwarha	óvwarha	bead (in general)	n.	ukere_1986	False	True	False
ovwavwa	ovwavwa	plank	n.	ukere_1986	False	True	False
ovwerhẹ	ovwerhẹ	sleep	n.	ukere_1986	False	True	False
ovwi	ovwi	measles	n.	ukere_1986	False	True	False
ovwie	óvwie	shade	n.	ukere_1986	False	True	False
ovwiegbere	ovwiégbére	poor person	n.	ukere_1986	False	True	False
ovwiẹ	ovwiẹ́	leather	n.	ukere_1986	False	True	False
ovwiẹn	ovwiẹ́n	clay	n.	ukere_1986	False	True	False
ovwiẹrẹ	ovwiẹrẹ	laziness	n.	ukere_1986	False	True	False
ovwiẹvwe	ovwiẹ́vwe	deceit	n.	ukere_1986	False	True	False
ovwoọ	ovwoọ́	south	n.	ukere_1986	False	True	False
ovwrovwro	óvwrovwro	co-wife	n.	ukere_1986	False	True	False
ovwu	ovwu	anger	n.	ukere_1986	False	True	False
ovwọvwọ	óvwọvwọ	evening	n.	ukere_1986	False	True	False
oware	ówáre	brief period of sunshine in the rainy season (August break)	n.	ukere_1986	False	True	False
owe	owe	bush mango	n.	ukere_1986	False	True	False
owe	ówe	mosquito	n.	ukere_1986	False	True	False
owia	ówia	work	n.	ukere_1986	False	True	False
oworhi	ówórhi	catarrh	n.	ukere_1986	False	True	False
ow̝o	òw̝ó	soup	n.	ucla_phonetics_1960	False	True	False
owẹ	owẹ	fishpond	n.	ukere_1986	False	True	False
owẹvwe	owẹvwe	hunger	n.	ukere_1986	False	True	False
owọ	owọ	leg / Leg	n.	okrokoto_2020,ukere_1986	True	False	True
owọrhe	ówọrhe	cough	n.	ukere_1986	False	True	False
oyan	óyan	walk/movement	n.	ukere_1986	False	True	False
oyao	oyao	garden egg	n.	ukere_1986	False	True	False
oyare	oyare	begging	n.	ukere_1986	False	True	False
oyavwe	oyavwe	circumcision	n.	ukere_1986	False	True	False
oyibo	óyibó	white man	n.	ukere_1986	False	True	False
oyibotọ	óyibótọ	mulatto/albino	n.	ukere_1986	False	True	False
oyivwi	oyivwi	boldness	n.	ukere_1986	False	True	False
oyivwi2	oyivwi2	rudeness	n.	ukere_1986	False	True	False
oyoma	oyóma	okay/good	a.	ukere_1986	False	True	False
oyono	oyono	teacher	n.	ukere_1986	False	True	False
oyonorode	oyonorode	professor	n.	ukere_1986	False	True	False
oyoyovwi	oyoyovwi	beautiful (in some contexts = yoyovwi)	a.	ukere_1986	False	True	False
oyubu	oyubu	sugar	n.	ukere_1986	False	True	False
oze	òze	basin	n.	ucla_phonetics_1960,ukere_1986	False	True	False
ozighi	ozighi	roughness, trouble making	n.	ukere_1986	False	True	False
ozighẹ	ózighẹ́	murderer	n.	ukere_1986	False	True	False
oɟa	oɟa	soap	n.	ucla_phonetics_1960	False	True	False
oʒa	oʒa	suffering	n.	ucla_phonetics_1960	False	True	False
ọghọ	òɣò	respect	n.	ucla_phonetics	False	True	False
ọgọ	ọgọ́	bottle	n.	ucla_phonetics	False	True	False
ọhọ	ɔ́xɔ̀	chicken	n.	ucla_phonetics	False	True	False
ọmọ	ɔ́mɔ̃́	child	n.	ucla_phonetics	False	True	False
ọnya	ọɲà	lobster	n.	ucla_phonetics	False	True	False
ọre	ọre	tsetse fly	n.	ucla_phonetics	False	True	False
ọrhẹ	ọr̥ẹ	plantain	n.	ucla_phonetics	False	True	False
p	P	Letter P / sound /p/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
paparapa	paparapa	flat	a.	ukere_1986	False	True	False
patapata	patapata	anyhow	adv.	ukere_1986	False	True	False
patiẹn	Patiẹn	Flat  ;  Deflated ; ( Evu   patiẹn = Flat  tummy)	n.	okrokoto_2020	False	True	False
pepe	pépé	throbbing	a.	ukere_1986	False	True	False
ph	PH	Digraph PH / sound /ɸ/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
phan	ɸ̃ã	expand	n.	ucla_phonetics	False	True	False
phaphọ	Phaphọ	Measure  it	n.	okrokoto_2020	False	True	False
phavwẹ	Phavwẹ	Meet  me	n.	okrokoto_2020	False	True	False
phihọ	Phihọ	Add   to  it	n.	okrokoto_2020	False	True	False
phio	Phio	Stone    it	n.	okrokoto_2020	False	True	False
phiọ	Phiọ	Straighten   it.  Make   it  straight	n.	okrokoto_2020	False	True	False
phiọphiọ	Phiọphiọ	Straight	n.	okrokoto_2020	False	True	False
pho	pho	jump / Jump	v.t	okrokoto_2020,ukere_1986	True	False	True
phopho	phopho	blow / Blow  it	v.t	okrokoto_2020,ukere_1986	True	False	True
phopho	phopho	smoke	v.t	ukere_1986	False	True	False
phoro	Phoro	Erase	n.	okrokoto_2020	False	True	False
phorophoro	phorophoro	not clearly	adv.	ukere_1986	False	True	False
phẹ	phẹ	urinate	v.i	ukere_1986	False	True	False
phẹghẹphẹghẹ	Phẹghẹphẹghẹ	Flat  ;  not  thick	n.	okrokoto_2020	False	True	False
phẹn	phẹn	expand, widen (of something)	v.t	ukere_1986	False	True	False
phẹn	phẹn	cave in (e.g. of pit)	v.i	ukere_1986	False	True	False
phọphọ	Phọphọ	Disgrace   him/her	n.	okrokoto_2020	False	True	False
piapia	piápiá	state of not being ripe	a.	ukere_1986	False	True	False
piẹpiẹ	Piẹ̃piẹ̃	(adj)   Just forming ; Young ; immature ;unripe.	n.	okrokoto_2020	False	True	False
piọpiọpiọ	piọpiọpiọ	pointed (sharp tip) / (adj)  Pointed  and  sharp    e.g.   nail	a.	okrokoto_2020,ukere_1986	True	False	True
potokri	potokri	Portuguese person	n.	ukere_1986	False	True	False
prarara	Prarara	(adj)  Describes  the  sudden  and  forceful	n.	okrokoto_2020	False	True	False
pueke	pueké	massive	a.	ukere_1986	False	True	False
puepue	puépué	clean	a.	ukere_1986	False	True	False
putuku  or  pitiki	Putuku  or  Pitiki	(adj)  Describes  quantity  e.g.  number	n.	okrokoto_2020	False	True	False
puẹchẹ	puẹ́chẹ́	sluggish	a.	ukere_1986	False	True	False
puẹpuẹ	puẹ́puẹ́	over-ripe or overcooked	a.	ukere_1986	False	True	False
pẹpẹ	pẹpẹ́	pet	v.t	ukere_1986	False	True	False
pẹpẹ	pẹ́pẹ́	quietly	adv.	ukere_1986	False	True	False
pẹtẹpẹtẹ	pẹtẹpẹtẹ	watery / (adj)  Watery  and  soft  ; Word describes	a.	okrokoto_2020,ukere_1986	True	False	True
pọkọpọko	pọkọpọko	robust	a.	ukere_1986	False	True	False
pọlọkọ	Pọlọkọ	an  Urhobo  name	n.	grammar_basic_course	False	True	False
r	R	Letter R / sound /r/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
ra	Ra	Go   there	n.	okrokoto_2020	False	True	False
rara	Rara	Crawl   e.g.   snails   crawl	n.	okrokoto_2020	False	True	False
rare	rare	lick / Lick; Use of Finger  or Tongue	v.t	okrokoto_2020,ukere_1986	True	False	True
re	re	eat / Eat	v.t	okrokoto_2020,ukere_1986	True	False	True
reghereghe	reghereghe	indefinite	a.	ukere_1986	False	True	False
rere	rere	in order to, so that	conj.	ukere_1986	False	True	False
rerha	rérhá	third	a.	ukere_1986	False	True	False
resaa	résáa	sixth	a.	ukere_1986	False	True	False
reyọ	reyọ	take	v.t	ukere_1986	False	True	False
rh	RH	Digraph RH / sound /r̥/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
rha	Rhá	Un-tie ; Loosen ; Un-tangle ; Un-do  knot	n.	okrokoto_2020	False	True	False
rha	rhá	unite	v.t	ukere_1986	False	True	False
rha	r̥a	fly / Fly	v.i	grammar_basic_course,okrokoto_2020,ucla_phonetics,ukere_1986	False	True	False
rhare	rhare	paint / Paint  ; Plaster ;Smoothen	v.t	okrokoto_2020,ukere_1986	True	False	True
rharhe	rharhe	bore (hole)	v.t	ukere_1986	False	True	False
rharhọ	Rharhọ	Bore  a  hole  in  it	n.	okrokoto_2020	False	True	False
rhariẹ	Rhariẹ	Re-Kindle ;Hurt  an  existing  sore/pain	n.	okrokoto_2020	False	True	False
rhe	r̥e	arrive	n.	ucla_phonetics	False	True	False
rhi	r̥i	be destined	n.	ucla_phonetics	False	True	False
rhie	rhie	open	v.t	ukere_1986	False	True	False
rhiri	Rhiri	For  a  long    time	n.	okrokoto_2020	False	True	False
rhirirhiri	Rhirirhìrì	Forever.	n.	okrokoto_2020	False	True	False
rhiririn	rhiririn	non-stop, continuously	adv.	ukere_1986	False	True	False
rhivwi	rhívwi	return	v.i	ukere_1986	False	True	False
rhiọ	Rhiọ	Start  early ; Wake  up  early  to  begin	n.	okrokoto_2020	False	True	False
rho	Rho	Pre-cook ; Not totally  done ; Preservative	n.	okrokoto_2020	False	True	False
rho	rho	parboil (of fish or meat halfway)	v.t	ukere_1986	False	True	False
rho	r̥o	boil before frying	n.	ucla_phonetics	False	True	False
rhoma	rhoma	again	adv.	ukere_1986	False	True	False
rhoma    ta	Rhoma    ta	Say  it  again  ;  Repeat  what  you  said	n.	okrokoto_2020	False	True	False
rhorha	Rhorha	Hot	n.	okrokoto_2020	False	True	False
rhovwo	rhovwo	bite	v.t	ukere_1986	False	True	False
rhọ	r̥ọ	to survive	n.	ucla_phonetics	False	True	False
rhọn	r̥ɔ̃̀	to warm again	n.	ucla_phonetics	False	True	False
rhu	r̥u	cluster together	n.	ucla_phonetics	False	True	False
rhuarho	Rhuarho	Big.	n.	okrokoto_2020	False	True	False
rhuo	Rhuo	Weave  e.g.  as   when  weaving  a  basket.	n.	okrokoto_2020	False	True	False
rhuo	Rhuo	Put  on  your  fashion  gear ; Dress  up.	n.	okrokoto_2020	False	True	False
rhurho	Rhurho	Cover  it  e.g.  Cover  a  pot	n.	okrokoto_2020	False	True	False
rhurhu	rhurhu	cover	v.t	ukere_1986	False	True	False
rhurie	Rhurie	Rush ; uncontrollable   population	n.	okrokoto_2020	False	True	False
rhuẹ	rhuẹ	bend (down)	v.i	ukere_1986	False	True	False
rhuẹrẹ	Rhuẹrẹ	Repair  ;  Fix  ;  Make  it  better	n.	okrokoto_2020	False	True	False
rhẹ	rhẹ	filter	v.t	ukere_1986	False	True	False
rhẹrhẹ	rhẹrhẹ	swim / Swim	v.i	okrokoto_2020,ukere_1986	True	False	True
rhẹrioma	Rhẹrioma	Change  anatomical  position ; Turn  a	n.	okrokoto_2020	False	True	False
rhẹriẹ	rhẹriẹ	turn / Change ;  Turn  around ;Turn  it  over.	v.t	okrokoto_2020,ukere_1986	True	False	True
rhẹrẹ	Rhẹrẹ	Watchfulness ; Spying  on	n.	okrokoto_2020	False	True	False
rhọ	rhọ	rain	v.i	ukere_1986	False	True	False
rhọghọ	rhọghọ	lay (egg)	v.t	ukere_1986	False	True	False
rhọvwe	rhọvwe	agree/accept	v.t	ukere_1986	False	True	False
riakpọ	riakpọ	enjoy	v.t	ukere_1986	False	True	False
riariẹ	riariẹ	round	a.	ukere_1986	False	True	False
rie	rié	wipe	v.t	ukere_1986	False	True	False
riemu	Riemu	Eat   food	n.	okrokoto_2020	False	True	False
righwrẹ	ríghwrẹ́	seventh	a.	ukere_1986	False	True	False
rihwe	ríhwé	tenth	a.	ukere_1986	False	True	False
rioriorio	rioriorio	smooth	a.	ukere_1986	False	True	False
rirhiri	rírhiri	ninth	a.	ukere_1986	False	True	False
ririe	Ririe	Clean  it  ;  Wipe  up  ;  Wipe	n.	okrokoto_2020	False	True	False
ririe	ririe	tickle	v.t	ukere_1986	False	True	False
rivẹ	rívẹ́	second	a.	ukere_1986	False	True	False
riyorin	ríyorin	fifth	a.	ukere_1986	False	True	False
riẹre	Riẹre	Knows	n.	okrokoto_2020	False	True	False
riẹriẹ	riẹ́riẹ́	lure, entice / Lure  him/her	v.t	okrokoto_2020,ukere_1986	False	True	False
riọ	Riọ̀	Foam  up  e.g. when opening soda  can	n.	okrokoto_2020	False	True	False
riọ	Riọ́	Eat  it	n.	okrokoto_2020	False	True	False
ro	ro	enter	v.t	ukere_1986	False	True	False
rode	rode	big	a.	ukere_1986	False	True	False
roro	roro	think, add / Think  ;   Think  about  it / think	v.i	grammar_basic_course,okrokoto_2020,ukere_1986	True	False	True
rovwo	rovwo	forget	v.t	ukere_1986	False	True	False
ru	ru	do/make / Do	v.t	okrokoto_2020,ukere_1986	True	False	True
rua	rua	poison/bewitch	v.t	ukere_1986	False	True	False
ruiruo	Ruiruo	Work	n.	okrokoto_2020	False	True	False
rukugbe	rukugbe	co-operate	v.t	ukere_1986	False	True	False
ruo	Ruo	Do  it	n.	okrokoto_2020	False	True	False
ruọ	Ruọ	Go  inside	n.	okrokoto_2020	False	True	False
rẹ	rẹ	beg/plead / Beg	v.t	okrokoto_2020,ukere_1986	True	False	True
rẹne	rẹ́né	fourth	a.	ukere_1986	False	True	False
rẹrere	rẹ́rére	eighth	a.	ukere_1986	False	True	False
rẹsosuọ	rẹ́sosuọ	first	a.	ukere_1986	False	True	False
rọ	rọ	swallow / Swallow  ;  Swallow  it	v.t	okrokoto_2020,ukere_1986	True	False	True
rọvwọ	rọvwọ	marry	v.t	ukere_1986	False	True	False
s	S	Letter S / sound /s/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
sa	sa	shoot / Shoot	v.t	okrokoto_2020,ucla_phonetics,ukere_1986	True	False	True
sa	sa	burst, break open explosively	v.i	ukere_1986	False	True	False
sane	sane	select	v.t	ukere_1986	False	True	False
sansan	sánsán	different	a.	ukere_1986	False	True	False
sasa	Sasa	Agility  ;  Healthy  and  well ; Smart	n.	okrokoto_2020	False	True	False
sasasa	sasasa	smart	a.	ukere_1986	False	True	False
se	se	read / read (imp.)	v.t	ucla_phonetics,ukere_1986	True	False	True
se	se	refuse	v.t	ukere_1986	False	True	False
se	se	call / Call	v.t	grammar_basic_course,okrokoto_2020,ucla_phonetics,ukere_1986	False	True	False
segbuyota	segbúyóta	believe	v.i	ukere_1986	False	True	False
sen	Sen	Reject   ;  Refuse  ;  Say  “no”	n.	okrokoto_2020	False	True	False
sẹn	s̃ɛ̃̀	refuse	n.	ucla_phonetics	False	True	False
sh	SH	Digraph SH / sound /ʃ/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
sha	shá	word to chase away domestic animals	excl.	ukere_1986	False	True	False
she	she	fall / Fall	v.t	grammar_basic_course,okrokoto_2020,ukere_1986	True	False	True
she	she	fail	v.i	ukere_1986	False	True	False
shenyẹ	shenyẹ́	oppress	v.t	ukere_1986	False	True	False
sherhẹ	sherhẹ	lie / Lie  down	v.t	okrokoto_2020,ukere_1986	True	False	True
shesheri	shesheri	far / Very   far	a.	okrokoto_2020,ukere_1986	True	False	True
shi	shi	bury	v.t	ukere_1986	False	True	False
shiguẹ	shiguẹ	kneel down / Greeting  with  the  knees  bent ; Kneel  down	v.i	okrokoto_2020,ukere_1986	True	False	True
shoma	Shoma	Advertise   one’s  self	n.	okrokoto_2020	False	True	False
shu	shu	capsize	v.i	ukere_1986	False	True	False
shuo!	Shuo!	expresses surprise	excl.	ukere_1986	False	True	False
shẹ	shẹ	sell / Sell	v.t	okrokoto_2020,ukere_1986	True	False	True
shọrọ	shọ́rọ	crawl / Crawl	v.i	okrokoto_2020,ukere_1986	False	True	False
si	si	write / Write / write (imp.)	v.t	okrokoto_2020,ucla_phonetics,ukere_1986	True	False	True
si	si	pull	v.t	ukere_1986	False	True	False
sio	Sio	Write  it	n.	okrokoto_2020	False	True	False
sio	Sio	Pull  (towards   self  )	n.	okrokoto_2020	False	True	False
siomanu	Siomanu	Hide	n.	okrokoto_2020	False	True	False
